@relation 'mushroom-weka.filters.unsupervised.attribute.Remove-V-R22,21,20,19,12,10,8,4,2,23'

@attribute habitat {d,g,l,m,p,u,w}
@attribute population {a,c,n,s,v,y}
@attribute spore-print-color {b,h,k,n,o,r,u,w,y}
@attribute ring-type {c,e,f,l,n,p,s,z}
@attribute stalk-surface-above-ring {f,k,s,y}
@attribute stalk-shape {e,t}
@attribute gill-size {b,n}
@attribute bruises? {f,t}
@attribute cap-surface {f,g,s,y}
@attribute class {e,p}

@data
g,y,h,l,k,e,b,f,y,p
p,y,h,l,k,e,b,f,y,p
g,y,h,l,k,e,b,f,y,p
d,y,n,p,s,t,b,t,f,e
g,s,h,p,f,t,b,t,s,p
p,v,w,e,s,t,n,f,y,p
g,v,h,p,s,t,b,t,s,p
g,y,h,l,k,e,b,f,y,p
g,v,h,l,k,e,b,f,y,p
d,v,h,l,k,e,b,f,y,p
w,c,w,e,s,e,b,t,y,e
p,v,h,l,k,e,b,f,y,p
g,v,h,l,k,e,b,f,f,p
d,y,h,l,k,e,b,f,f,p
d,y,h,l,k,e,b,f,y,p
g,y,h,l,k,e,b,f,f,p
w,c,w,e,s,e,b,t,y,e
g,v,h,l,k,e,b,f,y,p
d,v,w,e,k,e,n,f,f,p
d,v,h,l,k,e,b,f,f,p
p,v,h,l,k,e,b,f,f,p
p,v,w,e,s,t,n,f,y,p
d,v,h,l,k,e,b,f,f,p
p,y,h,l,k,e,b,f,f,p
g,v,h,p,f,t,b,t,s,p
d,v,h,l,k,e,b,f,f,p
g,y,h,l,k,e,b,f,y,p
g,y,h,l,k,e,b,f,f,p
w,c,w,e,s,e,b,t,y,e
d,v,h,l,k,e,b,f,y,p
d,v,w,e,k,e,n,f,f,p
d,v,h,l,k,e,b,f,y,p
u,s,h,p,f,t,b,t,s,p
d,v,h,l,k,e,b,f,y,p
g,v,h,l,k,e,b,f,f,p
w,c,w,e,s,e,b,t,y,e
p,v,h,l,k,e,b,f,f,p
p,v,h,l,k,e,b,f,f,p
l,v,w,e,f,e,n,f,y,e
d,v,n,p,s,e,n,f,s,p
g,y,h,l,k,e,b,f,f,p
p,v,h,l,k,e,b,f,f,p
d,y,h,l,k,e,b,f,f,p
p,v,h,l,k,e,b,f,y,p
g,v,r,p,s,e,b,t,s,p
g,v,h,p,f,t,b,t,s,p
d,y,n,p,s,t,b,t,y,e
m,v,r,p,s,e,b,t,s,p
w,c,w,e,s,e,b,t,y,e
g,v,h,p,f,t,b,t,s,p
w,c,w,e,s,e,b,t,y,e
p,y,h,l,k,e,b,f,y,p
u,v,h,p,f,t,b,t,s,p
d,v,h,l,k,e,b,f,y,p
d,v,h,l,k,e,b,f,y,p
d,v,h,l,k,e,b,f,y,p
p,y,h,l,k,e,b,f,f,p
d,v,h,l,k,e,b,f,y,p
d,y,h,l,k,e,b,f,y,p
p,y,h,l,k,e,b,f,f,p
p,y,h,l,k,e,b,f,y,p
p,v,h,l,k,e,b,f,f,p
w,c,w,e,s,e,b,t,s,e
w,c,w,e,s,e,b,t,y,e
w,c,w,e,s,e,b,t,s,e
d,v,h,l,k,e,b,f,y,p
d,v,n,p,s,t,b,t,f,e
p,y,h,l,k,e,b,f,f,p
g,y,h,l,k,e,b,f,y,p
g,v,h,p,f,t,b,t,s,p
p,v,h,l,k,e,b,f,f,p
d,y,h,l,k,e,b,f,f,p
g,v,h,l,k,e,b,f,f,p
l,v,w,e,k,t,n,f,y,p
p,v,h,l,k,e,b,f,f,p
w,c,w,e,s,e,b,t,y,e
d,v,k,p,s,t,b,t,y,e
g,y,h,l,k,e,b,f,y,p
p,v,h,l,k,e,b,f,y,p
d,y,h,l,k,e,b,f,f,p
d,v,n,p,s,t,b,t,f,e
p,v,h,l,k,e,b,f,y,p
p,y,h,l,k,e,b,f,f,p
p,v,h,l,k,e,b,f,f,p
d,y,h,l,k,e,b,f,y,p
d,v,h,l,k,e,b,f,y,p
m,v,r,p,s,e,b,t,y,p
p,y,h,l,k,e,b,f,f,p
d,v,w,e,k,t,n,f,y,p
g,y,h,l,k,e,b,f,f,p
g,v,h,l,k,e,b,f,y,p
p,y,h,l,k,e,b,f,y,p
w,c,w,e,s,e,b,t,y,e
g,s,h,p,s,t,b,t,s,p
g,y,h,l,k,e,b,f,y,p
p,v,h,l,k,e,b,f,y,p
g,v,h,l,k,e,b,f,f,p
u,s,h,p,f,t,b,t,s,p
d,v,k,p,s,e,n,f,f,p
p,y,h,l,k,e,b,f,f,p
g,y,h,l,k,e,b,f,y,p
p,y,h,l,k,e,b,f,y,p
d,y,h,f,s,e,n,f,y,e
d,v,h,f,s,e,n,f,y,e
d,v,h,l,k,e,b,f,f,p
p,y,h,l,k,e,b,f,y,p
g,y,h,l,k,e,b,f,y,p
p,v,w,e,k,t,n,f,y,p
l,v,w,e,k,t,n,f,y,p
d,y,h,l,k,e,b,f,y,p
g,v,h,l,k,e,b,f,y,p
d,y,h,l,k,e,b,f,f,p
g,y,h,l,k,e,b,f,y,p
d,v,h,l,k,e,b,f,y,p
p,y,h,l,k,e,b,f,f,p
w,c,w,e,s,e,b,t,s,e
p,y,h,l,k,e,b,f,f,p
p,y,h,l,k,e,b,f,y,p
g,s,h,p,f,t,b,t,s,p
g,v,h,l,k,e,b,f,f,p
d,y,h,l,k,e,b,f,y,p
p,y,h,l,k,e,b,f,f,p
u,v,h,p,f,t,b,t,s,p
g,y,h,l,k,e,b,f,y,p
g,v,h,l,k,e,b,f,f,p
d,v,k,p,s,e,n,f,s,p
p,y,h,l,k,e,b,f,y,p
d,y,n,p,s,t,b,t,y,e
g,y,h,l,k,e,b,f,f,p
p,y,h,l,k,e,b,f,y,p
w,c,w,e,s,e,b,t,s,e
g,v,h,l,k,e,b,f,f,p
d,v,h,l,k,e,b,f,f,p
g,y,h,l,k,e,b,f,y,p
l,v,w,e,s,e,n,f,f,e
w,c,w,e,s,e,b,t,y,e
p,v,h,l,k,e,b,f,y,p
g,v,h,l,k,e,b,f,f,p
g,v,h,p,f,t,b,t,s,p
g,y,h,l,k,e,b,f,y,p
p,v,h,l,k,e,b,f,y,p
g,v,h,l,k,e,b,f,y,p
p,v,w,e,s,t,n,f,y,p
w,c,w,e,s,e,b,t,s,e
d,y,h,l,k,e,b,f,f,p
p,v,h,l,k,e,b,f,f,p
p,y,h,l,k,e,b,f,y,p
d,v,h,l,k,e,b,f,f,p
g,v,h,l,k,e,b,f,y,p
w,c,w,e,s,e,b,t,s,e
d,v,w,e,k,e,n,f,y,p
d,y,h,l,k,e,b,f,y,p
d,y,h,l,k,e,b,f,f,p
p,v,h,l,k,e,b,f,y,p
u,v,h,p,f,t,b,t,s,p
w,c,w,e,s,e,b,t,s,e
u,s,h,p,f,t,b,t,s,p
p,y,h,l,k,e,b,f,y,p
p,v,h,l,k,e,b,f,f,p
p,v,h,l,k,e,b,f,y,p
g,y,h,l,k,e,b,f,y,p
d,v,h,l,k,e,b,f,f,p
u,v,h,p,s,t,b,t,s,p
p,y,h,l,k,e,b,f,f,p
d,y,h,l,k,e,b,f,y,p
g,y,h,l,k,e,b,f,f,p
d,y,h,l,k,e,b,f,y,p
u,s,h,p,s,t,b,t,s,p
w,c,w,e,s,e,b,t,s,e
w,c,w,e,s,e,b,t,s,e
w,c,w,e,s,e,b,t,s,e
g,v,r,p,s,e,b,t,y,p
p,v,h,l,k,e,b,f,y,p
p,v,h,l,k,e,b,f,y,p
g,v,h,l,k,e,b,f,f,p
d,y,h,l,k,e,b,f,f,p
p,y,h,l,k,e,b,f,f,p
d,v,h,l,k,e,b,f,f,p
d,y,h,l,k,e,b,f,y,p
d,v,h,l,k,e,b,f,y,p
g,v,h,l,k,e,b,f,f,p
g,y,h,l,k,e,b,f,y,p
d,v,h,l,k,e,b,f,y,p
p,y,h,l,k,e,b,f,y,p
g,v,h,l,k,e,b,f,y,p
d,y,h,l,k,e,b,f,f,p
p,v,h,l,k,e,b,f,y,p
p,y,h,l,k,e,b,f,y,p
d,y,h,f,s,e,n,f,y,e
g,v,h,l,k,e,b,f,f,p
l,v,w,e,s,t,n,f,y,p
g,v,h,l,k,e,b,f,y,p
p,y,h,l,k,e,b,f,y,p
g,v,h,l,k,e,b,f,y,p
d,v,h,l,k,e,b,f,f,p
d,y,h,l,k,e,b,f,f,p
p,v,h,l,k,e,b,f,y,p
w,c,w,e,s,e,b,t,s,e
p,y,h,l,k,e,b,f,f,p
d,v,h,l,k,e,b,f,y,p
w,c,w,e,s,e,b,t,s,e
p,y,h,l,k,e,b,f,f,p
d,v,h,l,k,e,b,f,y,p
p,v,w,e,k,t,n,f,y,p
d,v,h,l,k,e,b,f,f,p
d,v,w,e,k,e,n,f,y,p
g,v,r,p,s,e,b,t,s,p
d,v,h,l,k,e,b,f,f,p
d,y,h,l,k,e,b,f,y,p
d,y,h,f,s,e,n,f,y,e
g,v,h,l,k,e,b,f,f,p
g,y,h,l,k,e,b,f,y,p
g,y,h,l,k,e,b,f,f,p
d,y,h,l,k,e,b,f,y,p
w,c,w,e,s,e,b,t,y,e
g,v,h,l,k,e,b,f,f,p
g,v,h,l,k,e,b,f,y,p
p,v,h,l,k,e,b,f,y,p
p,v,h,l,k,e,b,f,y,p
w,c,w,e,s,e,b,t,s,e
d,y,h,l,k,e,b,f,y,p
p,v,h,l,k,e,b,f,y,p
d,v,h,l,k,e,b,f,f,p
p,v,h,l,k,e,b,f,f,p
u,v,h,p,s,t,b,t,s,p
d,v,n,p,s,e,n,f,s,p
d,y,h,l,k,e,b,f,y,p
d,v,h,f,s,e,n,f,y,e
d,y,h,l,k,e,b,f,f,p
d,y,h,l,k,e,b,f,y,p
g,v,h,l,k,e,b,f,f,p
p,v,h,l,k,e,b,f,f,p
u,s,h,p,f,t,b,t,s,p
d,y,h,l,k,e,b,f,y,p
p,y,h,l,k,e,b,f,f,p
d,y,h,l,k,e,b,f,f,p
d,v,h,l,k,e,b,f,y,p
g,v,h,l,k,e,b,f,y,p
d,y,h,l,k,e,b,f,y,p
g,y,h,l,k,e,b,f,f,p
p,y,h,l,k,e,b,f,y,p
g,v,h,l,k,e,b,f,f,p
d,y,h,l,k,e,b,f,f,p
p,y,h,l,k,e,b,f,y,p
p,v,h,l,k,e,b,f,f,p
l,v,w,e,k,t,n,f,y,p
p,y,h,l,k,e,b,f,f,p
p,v,h,l,k,e,b,f,y,p
g,v,h,p,f,t,b,t,s,p
d,v,h,l,k,e,b,f,f,p
p,y,h,l,k,e,b,f,y,p
p,y,h,l,k,e,b,f,f,p
d,v,h,l,k,e,b,f,f,p
d,y,h,l,k,e,b,f,y,p
d,v,h,l,k,e,b,f,y,p
l,v,w,e,k,t,n,f,y,p
w,c,w,e,s,e,b,t,y,e
w,c,w,e,s,e,b,t,y,e
d,y,h,l,k,e,b,f,y,p
p,y,h,l,k,e,b,f,f,p
g,y,h,l,k,e,b,f,y,p
g,y,h,l,k,e,b,f,y,p
u,s,h,p,s,t,b,t,s,p
p,v,h,l,k,e,b,f,y,p
u,s,h,p,f,t,b,t,s,p
p,v,h,l,k,e,b,f,f,p
p,y,h,l,k,e,b,f,y,p
u,s,h,p,s,t,b,t,s,p
g,s,h,p,f,t,b,t,s,p
u,s,h,p,f,t,b,t,s,p
d,y,h,l,k,e,b,f,f,p
p,y,h,l,k,e,b,f,y,p
g,v,h,l,k,e,b,f,f,p
p,v,h,l,k,e,b,f,f,p
d,y,h,f,s,e,n,f,y,e
w,c,w,e,s,e,b,t,s,e
g,v,h,l,k,e,b,f,y,p
g,v,h,l,k,e,b,f,f,p
l,v,w,e,k,t,n,f,y,p
p,v,h,l,k,e,b,f,y,p
p,y,h,l,k,e,b,f,f,p
p,v,h,l,k,e,b,f,f,p
d,y,h,l,k,e,b,f,f,p
d,y,n,p,s,t,b,t,f,e
g,y,h,l,k,e,b,f,y,p
d,v,h,l,k,e,b,f,y,p
p,v,h,l,k,e,b,f,f,p
g,y,h,l,k,e,b,f,y,p
p,y,h,l,k,e,b,f,f,p
d,v,w,e,k,e,n,f,f,p
g,y,h,l,k,e,b,f,f,p
l,v,w,e,f,e,n,f,f,e
p,v,h,l,k,e,b,f,f,p
p,y,h,l,k,e,b,f,y,p
d,v,h,l,k,e,b,f,y,p
p,v,h,l,k,e,b,f,y,p
g,v,h,l,k,e,b,f,f,p
d,v,h,l,k,e,b,f,y,p
d,y,h,l,k,e,b,f,f,p
p,v,h,l,k,e,b,f,f,p
d,y,h,l,k,e,b,f,y,p
g,v,r,p,s,e,b,t,y,p
w,c,w,e,s,e,b,t,y,e
p,v,h,l,k,e,b,f,y,p
g,v,h,l,k,e,b,f,f,p
w,c,w,e,s,e,b,t,y,e
d,y,h,l,k,e,b,f,y,p
u,s,h,p,s,t,b,t,s,p
p,v,w,e,k,t,n,f,y,p
d,v,w,e,s,t,n,f,y,p
p,v,w,e,k,t,n,f,y,p
l,c,w,p,s,e,n,t,g,p
u,v,h,p,f,t,b,t,s,p
l,v,w,e,f,e,n,f,y,e
g,y,h,l,k,e,b,f,y,p
d,v,h,l,k,e,b,f,y,p
p,y,h,l,k,e,b,f,y,p
w,c,w,e,s,e,b,t,y,e
g,v,h,p,f,t,b,t,s,p
g,s,h,p,s,t,b,t,s,p
p,v,w,e,k,t,n,f,y,p
l,v,w,e,s,e,n,f,y,e
u,s,h,p,s,t,b,t,s,p
g,v,h,p,s,t,b,t,s,p
u,v,h,p,s,t,b,t,s,p
g,v,h,p,s,t,b,t,s,p
l,v,w,e,f,e,n,f,y,e
d,v,h,l,k,e,b,f,y,p
g,v,h,p,f,t,b,t,s,p
u,s,h,p,s,t,b,t,s,p
l,c,w,p,s,e,n,t,g,p
u,s,h,p,s,t,b,t,s,p
l,c,w,p,s,e,n,t,g,p
g,v,h,p,s,t,b,t,s,p
u,s,h,p,f,t,b,t,s,p
d,v,w,e,k,e,n,f,f,p
d,v,w,e,s,t,n,f,y,p
d,v,w,e,k,t,n,f,y,p
w,c,w,e,s,e,b,t,s,e
w,c,w,e,s,e,b,t,y,e
g,v,h,p,s,t,b,t,s,p
m,v,r,p,s,e,b,t,s,p
p,y,h,l,k,e,b,f,y,p
g,y,h,l,k,e,b,f,y,p
g,v,r,p,s,e,b,t,s,p
p,v,w,e,k,t,n,f,y,p
p,v,w,e,k,t,n,f,y,p
d,y,h,l,k,e,b,f,f,p
w,c,w,e,s,e,b,t,s,e
l,v,w,e,k,t,n,f,y,p
g,y,h,l,k,e,b,f,f,p
d,v,w,e,k,t,n,f,y,p
l,v,w,e,s,e,n,f,f,e
p,v,w,e,s,t,n,f,y,p
w,c,w,e,s,e,b,t,s,e
w,c,w,e,s,e,b,t,y,e
p,y,h,l,k,e,b,f,y,p
m,v,r,p,s,e,b,t,y,p
d,v,w,e,k,e,n,f,y,p
l,v,w,e,s,t,n,f,y,p
g,s,h,p,s,t,b,t,s,p
g,v,h,p,f,t,b,t,s,p
p,y,h,l,k,e,b,f,y,p
g,v,h,p,s,t,b,t,s,p
l,v,w,e,s,t,n,f,y,p
g,v,h,p,f,t,b,t,s,p
d,v,w,e,k,e,n,f,f,p
w,c,w,e,s,e,b,t,y,e
g,s,h,p,f,t,b,t,s,p
g,s,h,p,f,t,b,t,s,p
w,c,w,e,s,e,b,t,y,e
p,y,h,l,k,e,b,f,f,p
d,v,w,e,k,e,n,f,f,p
w,c,w,e,s,e,b,t,y,e
g,y,h,l,k,e,b,f,y,p
g,v,h,p,f,t,b,t,s,p
g,s,h,p,f,t,b,t,s,p
g,v,h,l,k,e,b,f,y,p
d,v,h,l,k,e,b,f,y,p
w,c,w,e,s,e,b,t,s,e
w,c,w,e,s,e,b,t,s,e
g,v,r,p,s,e,b,t,y,p
l,v,w,e,f,e,n,f,y,e
w,c,w,e,s,e,b,t,s,e
u,v,h,p,f,t,b,t,s,p
g,v,h,p,f,t,b,t,s,p
d,y,h,l,k,e,b,f,y,p
u,v,h,p,f,t,b,t,s,p
g,s,h,p,s,t,b,t,s,p
l,v,w,e,s,e,n,f,y,e
d,v,w,e,k,t,n,f,y,p
d,y,h,l,k,e,b,f,f,p
d,v,h,f,s,e,n,f,y,e
p,v,h,l,k,e,b,f,y,p
g,v,r,p,s,e,b,t,y,p
u,v,h,p,f,t,b,t,s,p
d,v,w,e,s,t,n,f,y,p
w,c,w,e,s,e,b,t,s,e
l,v,w,e,k,t,n,f,y,p
p,v,h,l,k,e,b,f,y,p
u,s,h,p,f,t,b,t,s,p
w,c,w,e,s,e,b,t,y,e
p,v,h,l,k,e,b,f,f,p
g,v,h,l,k,e,b,f,y,p
d,y,h,l,k,e,b,f,f,p
g,s,h,p,s,t,b,t,s,p
p,v,w,e,s,t,n,f,y,p
d,v,h,l,k,e,b,f,y,p
d,v,h,l,k,e,b,f,f,p
d,v,w,e,k,e,n,f,f,p
w,c,w,e,s,e,b,t,s,e
g,v,h,l,k,e,b,f,y,p
l,v,w,e,k,t,n,f,y,p
u,s,h,p,f,t,b,t,s,p
w,c,w,e,s,e,b,t,s,e
p,v,h,l,k,e,b,f,y,p
d,v,w,e,s,t,n,f,y,p
u,v,h,p,s,t,b,t,s,p
g,v,h,p,f,t,b,t,s,p
m,v,r,p,s,e,b,t,y,p
w,c,w,e,s,e,b,t,y,e
u,v,h,p,s,t,b,t,s,p
d,v,w,e,s,t,n,f,y,p
w,c,w,e,s,e,b,t,y,e
d,y,h,l,k,e,b,f,y,p
w,c,w,e,s,e,b,t,y,e
u,s,h,p,f,t,b,t,s,p
w,c,w,e,s,e,b,t,s,e
d,v,w,e,k,e,n,f,y,p
g,v,h,p,f,t,b,t,s,p
p,v,w,e,k,t,n,f,y,p
d,v,w,e,k,t,n,f,y,p
u,s,h,p,s,t,b,t,s,p
l,v,w,e,s,t,n,f,y,p
w,c,w,e,s,e,b,t,y,e
l,v,w,e,f,e,n,f,f,e
g,v,h,l,k,e,b,f,y,p
w,c,w,e,s,e,b,t,s,e
p,y,h,l,k,e,b,f,f,p
d,v,h,l,k,e,b,f,y,p
u,v,h,p,s,t,b,t,s,p
l,c,w,p,s,e,n,t,y,p
l,v,w,e,f,e,n,f,f,e
d,v,w,e,k,e,n,f,f,p
g,s,h,p,f,t,b,t,s,p
d,v,w,e,k,e,n,f,y,p
d,v,h,l,k,e,b,f,y,p
w,c,w,e,s,e,b,t,s,e
p,v,h,l,k,e,b,f,y,p
p,v,w,e,s,t,n,f,y,p
d,y,h,l,k,e,b,f,y,p
p,v,h,l,k,e,b,f,y,p
g,v,r,p,s,e,b,t,y,p
g,y,h,l,k,e,b,f,y,p
g,v,h,p,s,t,b,t,s,p
g,v,h,p,s,t,b,t,s,p
w,c,w,e,s,e,b,t,y,e
p,v,h,l,k,e,b,f,y,p
g,s,h,p,f,t,b,t,s,p
m,v,r,p,s,e,b,t,y,p
g,v,h,p,s,t,b,t,s,p
w,c,w,e,s,e,b,t,s,e
u,s,h,p,f,t,b,t,s,p
d,v,w,e,k,e,n,f,f,p
g,v,h,p,s,t,b,t,s,p
d,y,h,l,k,e,b,f,y,p
d,v,w,e,k,e,n,f,y,p
u,s,h,p,s,t,b,t,s,p
w,c,w,e,s,e,b,t,s,e
d,v,w,e,s,t,n,f,y,p
d,v,w,e,s,t,n,f,y,p
l,v,w,e,s,t,n,f,y,p
u,v,h,p,f,t,b,t,s,p
w,c,w,e,s,e,b,t,s,e
g,y,h,l,k,e,b,f,y,p
w,c,w,e,s,e,b,t,s,e
u,s,h,p,f,t,b,t,s,p
l,v,w,e,s,e,n,f,f,e
l,v,w,e,k,t,n,f,y,p
g,v,h,p,f,t,b,t,s,p
u,v,h,p,s,t,b,t,s,p
d,v,w,e,k,e,n,f,y,p
m,v,r,p,s,e,b,t,s,p
p,y,h,l,k,e,b,f,f,p
w,c,w,e,s,e,b,t,y,e
l,c,w,p,s,e,n,t,y,p
u,v,h,p,f,t,b,t,s,p
d,y,h,f,s,e,n,f,y,e
d,v,h,f,s,e,n,f,y,e
w,c,w,e,s,e,b,t,s,e
g,v,h,p,s,t,b,t,s,p
d,v,w,e,s,t,n,f,y,p
p,y,h,l,k,e,b,f,y,p
g,s,h,p,s,t,b,t,s,p
g,s,h,p,s,t,b,t,s,p
w,c,w,e,s,e,b,t,s,e
d,v,w,e,k,t,n,f,y,p
g,y,h,l,k,e,b,f,f,p
d,y,h,l,k,e,b,f,y,p
w,c,w,e,s,e,b,t,s,e
g,s,h,p,f,t,b,t,s,p
l,v,w,e,s,t,n,f,y,p
g,s,h,p,s,t,b,t,s,p
l,v,w,e,s,e,n,f,f,e
g,v,h,p,f,t,b,t,s,p
p,v,h,l,k,e,b,f,f,p
d,y,h,f,s,e,n,f,y,e
p,v,h,l,k,e,b,f,f,p
l,v,w,e,s,t,n,f,y,p
l,v,w,e,s,t,n,f,y,p
w,c,w,e,s,e,b,t,y,e
u,v,h,p,s,t,b,t,s,p
w,c,w,e,s,e,b,t,y,e
w,c,w,e,s,e,b,t,y,e
p,v,w,e,s,t,n,f,y,p
d,v,w,e,k,e,n,f,y,p
p,v,w,e,s,t,n,f,y,p
w,c,w,e,s,e,b,t,y,e
g,v,h,p,f,t,b,t,s,p
g,v,h,l,k,e,b,f,y,p
w,c,w,e,s,e,b,t,y,e
m,v,r,p,s,e,b,t,y,p
l,v,w,e,s,e,n,f,y,e
p,v,h,l,k,e,b,f,y,p
g,s,h,p,f,t,b,t,s,p
l,v,w,e,s,t,n,f,y,p
u,s,h,p,s,t,b,t,s,p
u,s,h,p,s,t,b,t,s,p
p,v,w,e,k,t,n,f,y,p
d,v,h,f,s,e,n,f,y,e
l,v,w,e,k,t,n,f,y,p
g,v,h,l,k,e,b,f,f,p
l,v,w,e,k,t,n,f,y,p
g,v,h,p,s,t,b,t,s,p
d,v,h,l,k,e,b,f,y,p
u,s,h,p,s,t,b,t,s,p
d,v,w,e,k,e,n,f,y,p
u,v,h,p,s,t,b,t,s,p
u,v,h,p,f,t,b,t,s,p
l,v,w,e,f,e,n,f,y,e
u,v,h,p,s,t,b,t,s,p
p,v,w,e,k,t,n,f,y,p
g,v,r,p,s,e,b,t,y,p
p,y,h,l,k,e,b,f,y,p
w,c,w,e,s,e,b,t,s,e
g,v,r,p,s,e,b,t,y,p
d,v,w,e,k,e,n,f,f,p
p,y,h,l,k,e,b,f,y,p
l,v,w,e,f,e,n,f,f,e
l,v,w,e,f,e,n,f,f,e
l,v,w,e,s,t,n,f,y,p
u,v,h,p,f,t,b,t,s,p
u,s,h,p,f,t,b,t,s,p
g,v,h,p,s,t,b,t,s,p
g,s,h,p,f,t,b,t,s,p
d,v,h,f,s,e,n,f,y,e
d,y,h,l,k,e,b,f,y,p
u,s,h,p,f,t,b,t,s,p
p,v,w,e,s,t,n,f,y,p
g,y,h,l,k,e,b,f,y,p
u,v,h,p,f,t,b,t,s,p
u,s,h,p,f,t,b,t,s,p
p,y,h,l,k,e,b,f,y,p
p,y,h,l,k,e,b,f,y,p
d,v,w,e,s,t,n,f,y,p
d,v,w,e,k,e,n,f,y,p
w,c,w,e,s,e,b,t,s,e
d,y,h,l,k,e,b,f,y,p
u,s,h,p,s,t,b,t,s,p
l,v,w,e,k,t,n,f,y,p
d,v,h,l,k,e,b,f,y,p
d,y,h,l,k,e,b,f,y,p
u,s,h,p,s,t,b,t,s,p
m,v,r,p,s,e,b,t,s,p
g,y,h,l,k,e,b,f,y,p
w,c,w,e,s,e,b,t,s,e
g,s,h,p,s,t,b,t,s,p
g,s,h,p,f,t,b,t,s,p
g,s,h,p,f,t,b,t,s,p
d,v,w,e,s,t,n,f,y,p
m,v,r,p,s,e,b,t,y,p
u,s,h,p,f,t,b,t,s,p
w,c,w,e,s,e,b,t,y,e
p,v,w,e,s,t,n,f,y,p
p,v,h,l,k,e,b,f,y,p
u,v,h,p,s,t,b,t,s,p
w,c,w,e,s,e,b,t,y,e
u,v,h,p,f,t,b,t,s,p
l,v,w,e,f,e,n,f,f,e
w,c,w,e,s,e,b,t,s,e
l,v,w,e,f,e,n,f,y,e
w,c,w,e,s,e,b,t,s,e
u,v,h,p,s,t,b,t,s,p
w,c,w,e,s,e,b,t,s,e
w,c,w,e,s,e,b,t,y,e
g,v,h,p,s,t,b,t,s,p
w,c,w,e,s,e,b,t,s,e
g,v,h,p,f,t,b,t,s,p
d,v,w,e,k,e,n,f,y,p
u,s,h,p,s,t,b,t,s,p
g,v,h,l,k,e,b,f,f,p
p,y,h,l,k,e,b,f,y,p
d,v,w,e,k,e,n,f,f,p
p,y,h,l,k,e,b,f,y,p
p,v,h,l,k,e,b,f,y,p
l,v,w,e,s,e,n,f,y,e
d,v,w,e,k,t,n,f,y,p
g,s,h,p,s,t,b,t,s,p
p,v,w,e,k,t,n,f,y,p
g,v,r,p,s,e,b,t,y,p
d,y,h,l,k,e,b,f,y,p
g,s,h,p,s,t,b,t,s,p
p,v,h,l,k,e,b,f,y,p
g,s,h,p,f,t,b,t,s,p
u,s,h,p,s,t,b,t,s,p
p,v,w,e,k,t,n,f,y,p
p,v,h,l,k,e,b,f,y,p
w,c,w,e,s,e,b,t,s,e
g,v,h,l,k,e,b,f,y,p
w,c,w,e,s,e,b,t,s,e
w,c,w,e,s,e,b,t,s,e
w,c,w,e,s,e,b,t,s,e
u,v,h,p,f,t,b,t,s,p
d,v,h,l,k,e,b,f,y,p
w,c,w,e,s,e,b,t,s,e
w,c,w,e,s,e,b,t,s,e
d,v,h,l,k,e,b,f,y,p
m,v,r,p,s,e,b,t,y,p
u,s,h,p,s,t,b,t,s,p
g,s,h,p,f,t,b,t,s,p
g,s,h,p,s,t,b,t,s,p
p,y,h,l,k,e,b,f,f,p
g,s,h,p,s,t,b,t,s,p
u,s,h,p,f,t,b,t,s,p
d,y,h,f,s,e,n,f,y,e
g,v,h,l,k,e,b,f,y,p
d,v,w,e,s,t,n,f,y,p
g,s,h,p,f,t,b,t,s,p
l,v,w,e,f,e,n,f,f,e
u,v,h,p,f,t,b,t,s,p
d,y,h,f,s,e,n,f,y,e
p,v,h,l,k,e,b,f,f,p
g,v,h,l,k,e,b,f,f,p
m,v,r,p,s,e,b,t,y,p
d,v,w,e,k,t,n,f,y,p
l,v,w,e,k,t,n,f,y,p
p,v,h,l,k,e,b,f,y,p
w,c,w,e,s,e,b,t,y,e
g,s,h,p,f,t,b,t,s,p
g,v,h,p,s,t,b,t,s,p
p,v,w,e,k,t,n,f,y,p
u,s,h,p,f,t,b,t,s,p
p,v,w,e,k,t,n,f,y,p
g,s,h,p,f,t,b,t,s,p
u,v,h,p,s,t,b,t,s,p
g,s,h,p,s,t,b,t,s,p
p,v,h,l,k,e,b,f,y,p
p,v,h,l,k,e,b,f,y,p
g,y,h,l,k,e,b,f,y,p
g,y,h,l,k,e,b,f,y,p
u,s,h,p,f,t,b,t,s,p
u,s,h,p,f,t,b,t,s,p
u,s,h,p,f,t,b,t,s,p
g,y,h,l,k,e,b,f,f,p
g,s,h,p,f,t,b,t,s,p
d,v,w,e,s,t,n,f,y,p
g,s,h,p,s,t,b,t,s,p
w,c,w,e,s,e,b,t,s,e
m,v,r,p,s,e,b,t,y,p
p,v,w,e,s,t,n,f,y,p
w,c,w,e,s,e,b,t,y,e
u,v,h,p,s,t,b,t,s,p
u,v,h,p,s,t,b,t,s,p
d,v,w,e,k,t,n,f,y,p
g,s,h,p,f,t,b,t,s,p
l,v,w,e,s,t,n,f,y,p
g,v,r,p,s,e,b,t,s,p
d,v,w,e,k,t,n,f,y,p
p,v,h,l,k,e,b,f,y,p
d,v,h,l,k,e,b,f,y,p
g,v,h,l,k,e,b,f,y,p
m,v,r,p,s,e,b,t,y,p
g,s,h,p,f,t,b,t,s,p
w,c,w,e,s,e,b,t,y,e
g,v,h,p,f,t,b,t,s,p
w,c,w,e,s,e,b,t,s,e
u,s,h,p,s,t,b,t,s,p
